,urls
502,https://www.cnn.com/2022/04/11/politics/russia-ukraine-war-next-phase/index.html
503,https://www.cnn.com/2022/04/12/media/russian-tv-propaganda-reliable-sources/index.html
504,https://www.cnn.com/2022/04/11/economy/ukraine-economy-russia-invasion-intl-hnk/index.html
505,https://www.cnn.com/2022/04/11/middleeast/mideast-summary-04-11-2022-intl/index.html
506,https://www.cnn.com/2022/04/11/europe/austria-nehammer-putin-meeting-russia-ukraine-intl/index.html
507,https://www.cnn.com/2022/04/11/opinions/ukraine-russia-monetary-damages-legislation/index.html
508,https://www.cnn.com/2022/04/11/politics/us-russia-election-interference/index.html
509,https://www.cnn.com/2022/04/11/europe/ukraine-russia-hostage-bus-drivers-help-people-intl-hnk/index.html
510,https://www.cnn.com/2022/04/11/opinions/understanding-putin-worldview-london/index.html
511,https://www.cnn.com/2022/04/11/us/five-things-april-11-trnd/index.html
512,https://www.cnn.com/2022/04/11/europe/poland-warsaw-jews-help-ukrainian-refugees/index.html
513,https://www.cnn.com/2022/04/11/business/societe-generale-rosbank-russia-potanin/index.html
514,https://www.cnn.com/2022/04/11/business/krispy-kreme-gas-prices/index.html
515,https://www.cnn.com/2022/04/11/investing/premarket-stocks-trading/index.html
516,https://www.cnn.com/2022/04/11/perspectives/windfall-profits-tax-oil-companies/index.html
517,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-12-22/h_c91c00763f131bbeed411565ee0b6319
518,https://www.cnn.com/2022/04/12/business/ukraine-small-businesses-war-pivot/index.html
519,https://www.cnn.com/2022/04/12/europe/olena-zelenska-ukraine-first-lady-amanpour-cmd-intl/index.html
520,https://www.cnn.com/2022/04/11/europe/ukraine-demining-russian-bombs-intl/index.html
521,https://www.cnn.com/2022/04/12/opinions/russian-scientists-ukraine-invasion-lincoln/index.html
522,https://www.cnn.com/2022/04/12/politics/biden-ukraine-refugee/index.html
523,https://www.cnn.com/2022/04/12/opinions/russians-view-putin-post-soviet-journalism-kucher/index.html
524,https://www.cnn.com/2022/04/13/china/china-ukraine-great-translation-movement-intl-hnk-mic/index.html
525,https://www.cnn.com/2022/04/12/politics/ukraine-us-diplomatic-embassy/index.html
526,https://www.cnn.com/2022/04/12/politics/rise-of-extremism-us-and-europe/index.html
527,https://www.cnn.com/2022/04/12/us/five-things-april-12-trnd/index.html
528,https://www.cnn.com/2022/04/12/business/oxfam-extreme-poverty-report/index.html
529,https://www.cnn.com/2022/04/12/investing/premarket-stocks-trading/index.html
530,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-13-22/index.html
531,https://www.cnn.com/2022/04/13/economy/yellen-russian-ukraine-atlantic-council/index.html
532,https://www.cnn.com/2022/04/14/europe/ukraine-war-russia-trucks-logistics-intl-hnk-ml/index.html
533,https://www.cnn.com/2022/04/13/politics/us-weapons-ukraine-war/index.html
534,https://www.cnn.com/2022/04/13/europe/ukraine-kherson-russia-boat-family-intl-cmd/index.html
535,https://www.cnn.com/2022/04/13/europe/nehammer-putin-meeting-connect-the-world-intl/index.html
536,https://www.cnn.com/2022/04/12/europe/putin-finland-sweden-nato-backfire-cmd-intl/index.html
537,https://www.cnn.com/2022/04/13/us/five-things-april-13-trnd/index.html
538,https://www.cnn.com/2022/04/13/investing/jpmorgan-q1-2022-earnings/index.html
539,https://www.cnn.com/2022/04/14/europe/ukraine-russia-atrocities-eyewitness-intl-cmd/index.html
540,https://www.cnn.com/2022/04/13/opinions/kyiv-ukraine-russia-brutality-west-bociurkiw/index.html
541,https://www.cnn.com/2022/04/14/europe/belarus-ukraine-volunteers-intl/index.html
542,https://www.cnn.com/2022/04/14/world/ukraine-refugee-emergency-medicine-responders-cnnheroes/index.html
543,https://www.cnn.com/2022/04/14/americas/russia-asks-brazil-support-imf-intl-latam/index.html
544,https://www.cnn.com/2022/04/14/perspectives/russia-trade-status-economy/index.html
545,https://www.cnn.com/2022/04/14/us/five-things-april-14-trnd/index.html
546,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-15-22/index.html
547,https://www.cnn.com/2022/04/15/politics/ukraine-russia-protracted-war-us-european-officials/index.html
548,https://www.cnn.com/2022/04/15/politics/united-nations-ukraine-russia/index.html
549,https://www.cnn.com/2022/04/16/politics/biden-tested-war-ukraine-russia/index.html
550,https://www.cnn.com/2022/04/15/politics/russia-us-diplomatic-note/index.html
551,https://www.cnn.com/2022/04/15/football/dmytro-keda-shakhtar-donetsk-ukraine-war-spt-intl/index.html
552,https://www.cnn.com/2022/04/15/business/russia-sanctions-iran-playbook-04-15-2022-mime-intl/index.html
553,https://www.cnn.com/2022/04/15/us/five-things-april-15-trnd/index.html
554,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-16-22/index.html
555,https://www.cnn.com/2022/04/16/opinions/easter-eggs-ukraine-resilience-zielyk-griffith/index.html
556,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-17-22/index.html
557,https://www.cnn.com/2022/04/17/tennis/ukraine-tennis-parallel-lives-billie-jean-king-cup-spt-intl/index.html
558,https://www.cnn.com/2022/04/17/us/five-things-april-17-trnd/index.html
559,https://www.cnn.com/2022/04/17/economy/stocks-week-ahead/index.html
560,https://www.cnn.com/2022/04/17/opinions/states-culture-war-opinion-column-galant/index.html
561,https://www.cnn.com/europe/live-news/ukraine-russia-putin-new-04-18-22/index.html
562,https://www.cnn.com/2022/04/18/politics/russia-learning-from-failures-north-ukraine/index.html
563,https://www.cnn.com/2022/04/18/politics/us-nato-ukraine-military-aid-dilemma/index.html
564,https://www.cnn.com/2022/04/18/europe/ukraine-russia-mariupol-monday-intl/index.html
565,https://www.cnn.com/2022/04/18/opinions/vladimir-putin-may-9-deadline-ghitis/index.html
566,https://www.cnn.com/2022/04/18/politics/zelensky-tapper-interview-training-cnntv/index.html
567,https://www.cnn.com/2022/04/17/media/reliable-sources-estonia-russia/index.html
568,https://www.cnn.com/2022/04/18/economy/moscow-job-losses-mayor/index.html
569,https://www.cnn.com/2022/04/18/us/five-things-april-18-trnd/index.html
570,https://www.cnn.com/travel/article/jose-andres-ukraine-charity-kitchen-destroyed/index.html
571,https://www.cnn.com/2022/04/18/middleeast/lebanon-saudi-diplomatic-ties-04-18-2022-mime-intl/index.html
572,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-19-22/index.html
573,https://www.cnn.com/2022/04/19/investing/imf-economic-outlook/index.html
574,https://www.cnn.com/2022/04/20/politics/biden-economic-turbulence-ukraine-war/index.html
575,https://www.cnn.com/2022/04/19/politics/us-weapons-ukraine-intelligence/index.html
576,https://www.cnn.com/2022/04/19/europe/ukraine-family-russia-poland-smuggler-intl-cmd/index.html
577,https://www.cnn.com/2022/04/19/europe/russia-bucha-brigade-honorary-title-putin-intl/index.html
578,https://www.cnn.com/2022/04/19/politics/us-ukraine-military-assistance/index.html
579,https://www.cnn.com/2022/04/19/opinions/ukraine-never-again-genocide-miller/index.html
580,https://www.cnn.com/2022/04/18/politics/biden-new-hampshire-harbor/index.html
581,https://www.cnn.com/2022/04/18/europe/ukraine-moskva-warship-sinking-images-intl/index.html
582,https://www.cnn.com/2022/04/19/business/gas-prices-russia-ukraine-oil/index.html
583,https://www.cnn.com/2022/04/19/us/five-things-april-19-trnd/index.html
584,https://www.cnn.com/2022/04/19/tech/twitter-algorithm-open-source-elon-musk/index.html
585,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-20-22/index.html
586,https://www.cnn.com/2022/04/20/opinions/sachs-ukraine-negotiation-op-ed/index.html
587,https://www.cnn.com/2022/04/20/politics/us-ukraine-weapons-what-matters/index.html
588,https://www.cnn.com/2022/04/20/business/oleg-tinkov-ukraine-insane-war/index.html
589,https://www.cnn.com/2022/04/20/politics/ukraine-aircraft-spare-parts/index.html
590,https://www.cnn.com/2022/04/21/politics/us-putin-pressure-humanitarian-disaster-ukraine/index.html
591,https://www.cnn.com/2022/04/20/europe/russian-military-camp-ukraine-intl/index.html
592,https://www.cnn.com/2022/04/20/politics/citizens-funnel-supplies-ukrainian-soldiers/index.html
593,https://www.cnn.com/2022/04/20/politics/austin-russia-nuclear-briefings/index.html
594,https://www.cnn.com/2022/04/20/politics/us-russia-sanctions/index.html
595,https://www.cnn.com/2022/04/20/politics/us-security-assistance-ukraine-psaki-cnntv/index.html
596,https://www.cnn.com/2022/04/20/us/five-things-april-20-trnd/index.html
597,https://www.cnn.com/2022/04/20/tennis/kremlin-wimbledon-russian-players-ban-spt-intl/index.html
598,https://www.cnn.com/2022/04/20/world/france-macron-le-pen-debate-intl/index.html
599,https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-21-22/index.html
600,https://www.cnn.com/2022/04/20/europe/russia-ukraine-strategy-donbas-analysis-cmd-intl/index.html
601,https://www.cnn.com/2022/04/21/europe/ukraine-russia-donbas-on-the-ground-intl-cmd/index.html
602,https://www.cnn.com/2022/04/21/politics/joe-biden-ukraine-security-assistance/index.html
603,https://www.cnn.com/2022/04/22/europe/mariupol-ukraine-russia-intl-hnk/index.html
604,https://www.cnn.com/2022/04/21/media/mariupol-news-coverage/index.html
605,https://www.cnn.com/2022/04/21/politics/official-coordinating-military-assistance-to-ukraine/index.html
606,https://www.cnn.com/2022/04/22/europe/ukraine-sexual-violence-allegations-russia-cmd-intl/index.html
607,https://www.cnn.com/2022/04/21/europe/russia-icbm-explainer-intl-hnk-ml/index.html
608,https://www.cnn.com/2022/04/21/business/india-tata-steel-infosys-stops-russia-business-hnk-intl/index.html
609,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-22-22/index.html
610,https://www.cnn.com/2022/04/22/india/india-us-china-russia-relations-intl-hnk/index.html
611,https://www.cnn.com/2022/04/23/politics/humanitarian-aid-ukraine-war-cyberattacks/index.html
612,https://www.cnn.com/2022/04/22/us/ukraine-orphans-rescue-missions-invs/index.html
613,https://www.cnn.com/2022/04/22/business/russia-living-with-sanctions/index.html
614,https://www.cnn.com/2022/04/22/entertainment/ed-sheeran-kiev-video-scli-intl-gbr/index.html
615,https://www.cnn.com/2022/04/22/europe/moskva-russia-casualties-intl/index.html
616,https://www.cnn.com/2022/04/22/world/who-is-alexey-navalny/index.html
617,https://www.cnn.com/2022/04/22/tennis/andrey-rublev-wimbledon-russia-belarus-ban-spt-intl/index.html
618,https://www.cnn.com/2022/04/22/us/five-things-april-22-trnd/index.html
619,https://www.cnn.com/2022/04/22/business/budweiser-russian-breweries/index.html
620,https://www.cnn.com/2022/04/22/investing/french-election-le-pen-macron-markets/index.html
621,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-23-22/index.html
622,https://www.cnn.com/2022/04/24/europe/ukraine-orthodox-easter-celebrations-intl-cmd/index.html
623,https://www.cnn.com/2022/04/23/us/california-church-hosting-ukrainian-families-cec/index.html
624,https://www.cnn.com/2022/04/23/politics/navalny-christo-grozev-russia-investigations-what-matters/index.html
625,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-24-22/index.html
626,https://www.cnn.com/2022/04/24/politics/john-kerry-russia-china-climate-cop27/index.html
627,https://www.cnn.com/2022/04/24/politics/navalny-russia-maria-pevchikh-what-matters/index.html
628,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-25-22/index.html
629,https://www.cnn.com/2022/04/25/politics/blinken-austin-kyiv-ukraine-zelensky-meeting/index.html
630,https://www.cnn.com/2022/04/25/investing/china-capital-outflows-covid-ukraine-war-intl-mic-hnk/index.html
631,https://www.cnn.com/2022/04/25/politics/ukraine-aid-immigration-fight-congress/index.html
632,https://www.cnn.com/2022/04/25/us/five-things-april-25-trnd/index.html
633,https://www.cnn.com/2022/04/25/middleeast/saudi-iran-talks-resume-mime-intl/index.html
634,https://www.cnn.com/2022/04/25/investing/stocks-oil-sink-beijing-lockdown-fears-intl-hnk/index.html
635,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-26-22/index.html
636,https://www.cnn.com/2022/04/25/politics/biden-administration-russia-strategy/index.html
637,https://www.cnn.com/2022/04/26/opinions/war-diary-ukraine-author-russia-stiazhkina/index.html
638,https://www.cnn.com/2022/04/26/europe/germany-weapons-ukraine-intl/index.html
639,https://www.cnn.com/2022/04/25/europe/ukraine-kharkiv-paramedics-intl/index.html
640,https://www.cnn.com/2022/04/26/europe/kherson-ukraine-evacuees-intl/index.html
641,https://www.cnn.com/2022/04/26/politics/merrick-garland-senate-budget-hearing/index.html
642,https://www.cnn.com/2022/04/26/us/five-things-april-26-trnd/index.html
643,https://www.cnn.com/2022/04/26/tennis/wimbledon-russia-belarus-tennis-spt-intl/index.html
644,https://www.cnn.com/2022/04/26/investing/ubs-earnings-wall-street/index.html
645,https://www.cnn.com/2022/04/26/investing/china-stocks-yuan-covid-lockdowns-intl-hnk/index.html
646,https://www.cnn.com/2022/04/26/perspectives/hunger-food-pandemic-snap/index.html
647,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-27-22/index.html
648,https://www.cnn.com/2022/04/27/europe/off-ramp-russia-ukraine-intl/index.html
649,https://www.cnn.com/2022/04/27/europe/russia-tanks-blown-turrets-intl-hnk-ml/index.html
650,https://www.cnn.com/2022/04/27/football/dario-srna-shakhtar-donetsk-ukraine-initiative-spt-intl/index.html
651,https://www.cnn.com/2022/04/27/europe/transnistria-moldova-ukraine-russia-war-explainer-intl/index.html
652,https://www.cnn.com/2022/04/26/politics/rand-paul-russia-ukraine-comments/index.html
653,https://www.cnn.com/2022/04/27/europe/russia-cyberattacks-ukraine-war-microsoft/index.html
654,https://www.cnn.com/2022/04/27/tech/dji-drone-sales-suspended-russia-ukraine-intl-hnk/index.html
655,https://www.cnn.com/2022/04/27/business-food/chernigivske-beer/index.html
656,https://www.cnn.com/2022/04/26/energy/poland-russia-gas/index.html
657,https://www.cnn.com/2022/04/27/politics/behind-the-scenes-trevor-reed-release/index.html
658,https://www.cnn.com/2022/04/27/business/world-bank-ukraine-shock/index.html
659,https://www.cnn.com/2022/04/27/us/five-things-april-27-trnd/index.html
660,https://www.cnn.com/2022/04/27/economy/china-xi-infrastructure-push-covid-lockdowns-intl-hnk/index.html
661,https://www.cnn.com/2022/04/27/business/diamonds-manmade-demand/index.html
662,https://www.cnn.com/2022/04/29/politics/ukraine-war-week-that-changed/index.html
663,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-28-22/index.html
664,https://www.cnn.com/2022/04/28/politics/us-ambassador-russia-sullivan-cnntv/index.html
665,https://www.cnn.com/2022/04/28/politics/russia-military-progress-eastern-ukraine/index.html
666,https://www.cnn.com/2022/04/28/politics/american-killed-ukraine/index.html
667,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-29-22/h_70e7e90b0649fac065f5c586d76341a4
668,https://www.cnn.com/2022/04/28/politics/biden-ukraine-congress/index.html
669,https://www.cnn.com/2022/04/28/investing/defense-stocks-russia-ukraine/index.html
670,https://www.cnn.com/2022/04/28/europe/ukrainian-orphan-girl-grandfather-reunited-mariupol-intl/index.html
671,https://www.cnn.com/2022/04/28/politics/youtube-google-ads-russia-what-matters/index.html
672,https://www.cnn.com/2022/04/27/europe/ukraine-kherson-russia-rape-intl/index.html
673,https://www.cnn.com/2022/04/28/politics/biden-nuclear-ukraine-russia/index.html
674,https://www.cnn.com/2022/04/27/asia/russia-threat-japan-naval-exercises-intl-hnk-ml/index.html
675,https://www.cnn.com/2022/04/28/politics/ukraine-refugees-southern-border/index.html
676,https://www.cnn.com/2022/04/28/energy/russian-gas-payments-eu/index.html
677,https://www.cnn.com/2022/04/28/business-food/mcdonalds-russia-food/index.html
678,https://www.cnn.com/2022/04/28/us/five-things-april-28-trnd/index.html
679,https://www.cnn.com/2022/04/27/politics/trevor-reed-russia/index.html
680,https://www.cnn.com/2022/04/28/opinions/putin-created-unexpected-opportunity-future-of-democracy-ghitis/index.html
681,https://www.cnn.com/2022/04/27/politics/afghan-weapons-left-behind/index.html
682,https://www.cnn.com/2022/04/28/economy/us-economy-first-quarter-gdp/index.html
683,https://www.cnn.com/2022/04/28/tech/samsung-q1-earnings-intl-hnk/index.html
684,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-29-22/index.html
685,https://www.cnn.com/2022/04/30/europe/ukraine-lviv-women-children-refugees-return-home-cmd-intl/index.html
686,https://www.cnn.com/2022/04/28/world/gallery/photos-this-week-april-21-april-28/index.html
687,https://www.cnn.com/2022/04/29/tennis/marta-kostyuk-tennis-ukraine-russia-spt-intl/index.html
688,https://www.cnn.com/2022/04/29/politics/biden-willy-cancel/index.html
689,https://www.cnn.com/2022/04/29/economy/europe-economy-gdp-inflation/index.html
690,https://www.cnn.com/2022/04/29/europe/russian-oligarchs-suicides-intl/index.html
691,https://www.cnn.com/2022/04/29/us/five-things-april-29-trnd/index.html
692,https://www.cnn.com/2022/04/29/politics/joe-biden-2022-politics/index.html
693,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-01-22/h_b1721920844a1b71d6e6fbcaa5480aa1
694,https://www.cnn.com/2022/05/01/europe/russia-farm-vehicles-ukraine-disabled-melitopol-intl/index.html
695,https://www.cnn.com/2022/05/01/opinions/cruelest-month-opinion-column-galant/index.html
696,https://www.cnn.com/2022/05/02/politics/jill-biden-travel-ukrainian-refugees/index.html
697,https://www.cnn.com/2022/05/01/us/five-things-may-1-trnd/index.html
698,https://www.cnn.com/2022/05/01/politics/poland-anti-semitic-history-ukrainian-refugees/index.html
699,https://www.cnn.com/2022/05/02/politics/election-2022-biden-democrats-political-environment/index.html
700,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-02-22/index.html
701,https://www.cnn.com/2022/05/02/politics/russia-ukraine-war-lviv/index.html
702,https://www.cnn.com/2022/05/02/world/pelosi-ukraine-visit-meanwhile-in-america/index.html
703,https://www.cnn.com/2022/05/02/media/world-press-freedom-day-2022/index.html
704,https://www.cnn.com/2022/05/02/business/gcc-food-security-mime-intl/index.html
705,https://www.cnn.com/2022/05/02/us/five-things-may-2-trnd/index.html
706,https://www.cnn.com/2022/05/02/tennis/nadal-murray-djokovic-wimbledon-ban-spt-intl/index.html
707,https://www.cnn.com/2022/05/02/politics/biden-administration-lithium-batteries/index.html
708,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-03-22/index.html
709,https://www.cnn.com/2022/05/03/europe/eastern-ukraine-conflict-stakes-intl-cmd/index.html
710,https://www.cnn.com/2022/05/03/europe/russia-ukraine-declaration-of-war-intl-hnk-ml/index.html
711,https://www.cnn.com/2022/05/03/europe/bucha-ukraine-russia-war-victims-intl-cmd/index.html
712,https://www.cnn.com/2022/05/03/politics/joe-biden-alabama-ukraine/index.html
713,https://www.cnn.com/2022/05/03/business/finnish-group-ditch-russian-built-nuclear-plant-intl/index.html
714,https://www.cnn.com/2022/05/03/us/five-things-may-3-trnd/index.html
715,https://www.cnn.com/2022/05/03/politics/biden-nominates-christopher-cavoli/index.html
716,https://www.cnn.com/2022/05/03/investing/bp-earnings-russia/index.html
717,https://www.cnn.com/2022/05/03/politics/joe-biden-abortion-draft-opinion/index.html
718,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-04-22/h_b5fa6f7040e064a3fa7ffd9e88b3c3f1
719,https://www.cnn.com/2022/05/04/europe/ukraine-drone-footage-popasna-intl/index.html
720,https://www.cnn.com/2022/05/04/europe/pope-francis-patriarch-kirill-ukraine-invasion-intl/index.html
721,https://www.cnn.com/2022/05/04/middleeast/israel-russia-lavrov-comments-mime-intl/index.html
722,https://www.cnn.com/2022/05/04/business/eu-russia-oil-ban/index.html
723,https://www.cnn.com/2022/05/04/africa/un-guterres-first-visit-nigeria-intl/index.html
724,https://www.cnn.com/2022/05/04/us/five-things-may-4-trnd/index.html
725,https://www.cnn.com/2022/05/04/politics/cnn-poll-economy-biden-approval/index.html
726,https://www.cnn.com/2022/05/04/politics/white-house-conference-food-insecurity-jose-andres/index.html
727,https://www.cnn.com/2022/05/04/investing/hong-hao-resign-bocom-international-intl-hnk/index.html
728,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-05-22
729,https://www.cnn.com/2022/05/05/europe/russia-ukraine-grain-theft-cmd-intl/index.html
730,https://www.cnn.com/2022/05/05/energy/europe-russia-gas-sanctions/index.html
731,https://www.cnn.com/2022/05/05/politics/doj-kleptocapture-task-force-russian-assets-putin-oligarchs/index.html
732,https://www.cnn.com/2022/05/05/africa/russian-forces-executions-car-intl/index.html
733,https://www.cnn.com/2022/05/05/opinions/sergey-lavrov-hitler-comments-ukraine-kauders/index.html
734,https://www.cnn.com/2022/05/05/perspectives/eu-oil-russia-embargo/index.html
735,https://www.cnn.com/2022/05/05/us/five-things-may-5-trnd/index.html
736,https://www.cnn.com/2022/05/05/economy/turkey-inflation-soars/index.html
737,https://www.cnn.com/2022/05/05/politics/biden-economy-analysis/index.html
738,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-06-22/index.html
739,https://www.cnn.com/2022/05/07/europe/ukraine-photo-album-scli-intl-cmd/index.html
740,https://www.cnn.com/2022/05/06/politics/ukraine-assistance-joe-biden/index.html
741,https://www.cnn.com/2022/05/06/europe/putins-reputed-girlfriend-alina-kabaeva-eu-sanctions-intl/index.html
742,https://www.cnn.com/2022/05/06/us/five-things-may-6-trnd/index.html
743,https://www.cnn.com/2022/05/06/opinions/jill-biden-first-lady-overseas-trip-zelizer/index.html
744,https://www.cnn.com/2022/05/06/business/nopec-us-oil-mime-intl/index.html
745,https://www.cnn.com/2022/05/06/politics/uss-george-washington-conditions/index.html
746,https://www.cnn.com/2022/05/06/opinions/george-orwell-1984-beers/index.html
747,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-08-22/h_31fa929c871092901b3e068c7119e7d5
748,https://www.cnn.com/2022/05/07/politics/jill-biden-romania-ukraine-mothers-children-school/index.html
749,https://www.cnn.com/2022/05/07/politics/linda-thomas-greenfield-syria-turkey-border-trip/index.html
750,https://www.cnn.com/2022/05/08/asia/north-korea-nuclear-ukraine-war-lessons-intl-hnk/index.html
751,https://www.cnn.com/2022/05/08/europe/luhansk-school-bombing-ukraine-russia-intl/index.html
752,https://www.cnn.com/2022/05/08/world/zelensky-fleece-auction-fundraiser-trnd/index.html
753,https://www.cnn.com/2022/05/08/politics/us-russia-sanctions-media-companies-consulting-services/index.html
754,https://www.cnn.com/2022/05/08/us/five-things-may-8-trnd/index.html
755,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-09-22/h_dbac40d3209526677220c80431a10322
756,https://www.cnn.com/2022/05/09/politics/biden-putin-ukraine-war/index.html
757,https://www.cnn.com/2022/05/09/politics/biden-ukraine-lend-lease-act-signing/index.html
758,https://www.cnn.com/2022/05/09/politics/national-security-leaks-biden/index.html
759,https://www.cnn.com/2022/05/09/europe/ukraine-russian-soldiers-brovary-rape-victims/index.html
760,https://www.cnn.com/2022/05/10/europe/finland-nato-putin-analysis-intl-cmd/index.html
761,https://www.cnn.com/style/article/ukraine-culture-destroyed-skovoroda-museum/index.html
762,https://www.cnn.com/2022/05/09/business/mideast-oil-eu-mime-intl/index.html
763,https://www.cnn.com/2022/05/09/us/five-things-may-9-trnd/index.html
764,https://www.cnn.com/2022/05/09/cnn10/ten-content-tues/index.html
765,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-10-22/h_98f9f018e2a8b6706a897e10983a1d1c
766,https://www.cnn.com/2022/05/10/politics/putin-end-game-biden-administration/index.html
767,https://www.cnn.com/2022/05/10/politics/haines-ukraine-russia-hearing/index.html
768,https://www.cnn.com/2022/05/10/politics/house-vote-ukraine-aid-bill/index.html
769,https://www.cnn.com/2022/05/10/europe/nato-special-forces-training-black-sea-intl/index.html
770,https://www.cnn.com/2022/05/10/politics/ukraine-russia-cyberattack-satellite-blinken/index.html
771,https://www.cnn.com/2022/05/10/politics/lithuanian-foreign-minister-interview/index.html
772,https://www.cnn.com/2022/05/10/us/five-things-may-10-trnd/index.html
773,https://www.cnn.com/2022/05/10/europe/crimea-russia-missing-activist-danylovich-intl-cmd/index.html
774,https://www.cnn.com/2022/05/10/politics/us-assistance-syria/index.html
775,https://www.cnn.com/2022/05/10/politics/avril-haines-china-taiwan/index.html
776,https://www.cnn.com/2022/05/10/entertainment/eurovision-grand-final-contenders/index.html
777,https://www.cnn.com/2022/05/11/politics/putin-biden-jfk-russia-ukraine/index.html
778,https://www.cnn.com/2022/05/11/europe/ukraine-video-russian-soldiers-shoot-civilians/index.html
779,https://www.cnn.com/2022/05/11/politics/biden-food-supply-russia-ukraine/index.html
780,https://www.cnn.com/2022/05/11/us/russian-oligarchs-philanthropy-ukraine-war-invs/index.html
781,https://www.cnn.com/2022/05/11/energy/ukraine-russia-gas-suspension/index.html
782,https://www.cnn.com/2022/05/11/opinions/ukraine-literature-poets-national-identity-dovzhyk/index.html
783,https://www.cnn.com/2022/05/11/us/five-things-may-11-trnd/index.html
784,https://www.cnn.com/2022/05/11/europe/crimea-russia-detained-activist-danylovich-intl-cmd/index.html
785,https://www.cnn.com/2022/05/11/energy/record-gas-price-causes/index.html
786,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-12-22/h_1826d36fc58fbc3b70a47594416ac6e9
787,https://www.cnn.com/2022/05/12/world/russia-general-ukraine-syria-cluster-bombs-intl-cmd/index.html
788,https://www.cnn.com/2022/05/12/europe/russia-ship-stolen-ukraine-grain-intl-cmd/index.html
789,https://www.cnn.com/2022/05/12/politics/rand-paul-blocks-ukraine-aid/index.html
790,https://www.cnn.com/2022/05/12/energy/russian-gas-ukraine-europe/index.html
791,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-13-22/index.html
792,https://www.cnn.com/2022/05/13/europe/snake-island-ukraine-strategic-war-cmd-intl/index.html
793,https://www.cnn.com/2022/05/12/europe/russia-ukraine-drone-satellite-pontoon-bridges-cmd-intl/index.html
794,https://www.cnn.com/2022/05/13/politics/us-intelligence-review-ukraine/index.html
795,https://www.cnn.com/2022/05/13/politics/austin-shoigu-call/index.html
796,https://www.cnn.com/2022/05/13/opinions/russian-national-identity-collective-guilt-kucher/index.html
797,https://www.cnn.com/2022/05/13/economy/gas-prices-consumer-spending-jp-morgan/index.html
798,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-14-22/index.html
799,https://www.cnn.com/2022/05/14/entertainment/eurovision-2022-preview-ukraine-saturday-intl-scli-cmd/index.html
800,https://www.cnn.com/2022/05/14/politics/free-speech-twitter-censorship-what-matters/index.html
801,https://www.cnn.com/2022/05/14/uk/boris-johnson-brexit-cost-of-living-int-cmd-gbr/index.html
802,https://www.cnn.com/2022/05/14/opinions/lebanon-election-women-politics-as-equals-geha/index.html
803,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-15-22/index.html
804,https://www.cnn.com/2022/05/15/europe/ukraine-russia-kherson-evacuation-intl/index.html
805,https://www.cnn.com/2022/05/15/us/five-things-may-15-cec/index.html
806,https://www.cnn.com/2022/05/15/us/california-water-usage-increase-drought-climate/index.html
807,https://www.cnn.com/2022/05/15/business/pizza-delivery-driver-shortage/index.html
808,https://www.cnn.com/2022/05/15/opinions/public-enemy-number-one-inflation-column-galant/index.html
809,https://www.cnn.com/2022/05/15/asia/okinawa-marks-50th-anniversary-of-end-of-us-occupation-intl-hnk/index.html
810,https://www.cnn.com/2022/05/15/australia/australia-election-xi-jinping-china-relations-intl-hnk-dst/index.html
811,https://www.cnn.com/2022/05/15/politics/oz-trump-mccormick-pennsylvania-barnette/index.html
812,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-16-22/index.html
813,https://www.cnn.com/2022/05/16/europe/russia-ukraine-education-intl-cmd/index.html
814,https://www.cnn.com/2022/05/16/europe/ukraine-sbu-russian-spies-intl/index.html
815,https://www.cnn.com/2022/05/16/opinions/putin-georgia-ukraine-war-mitchell/index.html
